出題文,学習者,英語答え,翻訳,cos類似度,学習者訳長さ,正解文長さ
今年の冬は例年になく雪が多い。,There is more snow this year than usual.,We’ve had more snow than usual this winter.,This winter has been unusually snowy.,0.7459951639175415,8,6
今年の冬は例年になく雪が多い。,This winter there is a lot of snow rather than another year.,We’ve had more snow than usual this winter.,This winter has been unusually snowy.,0.7984281778335571,12,6
こんなに大雪になったのは20年ぶりだ。,It's been 20 years since snowing such a lot.,This is the heaviest snowfall we’ve had for the past twenty years.,It has been 20 years since we have had such a heavy snowfall.,0.8628926873207092,9,13
こんなに大雪になったのは20年ぶりだ。,The heaviest snowfall in recent 20 years. ,This is the heaviest snowfall we’ve had for the past twenty years.,It has been 20 years since we have had such a heavy snowfall.,0.7633832097053528,7,13
こんなに大雪になったのは20年ぶりだ。,It has been very snowy for 20 years.,This is the heaviest snowfall we’ve had for the past twenty years.,It has been 20 years since we have had such a heavy snowfall.,0.8227999806404114,8,13
道が混んでいてバスが予定より20分も遅れたものですから。,Because the bus was late in 20minuites according to traffic jam. ,"The traffic was heavy, so my bus came twenty minutes late.",The bus was 20 minutes behind schedule due to congestion on the roads.,0.7344596982002258,11,13
道が混んでいてバスが予定より20分も遅れたものですから。,The bus was 20 minutes late because the road was crowded.,"The traffic was heavy, so my bus came twenty minutes late.",The bus was 20 minutes behind schedule due to congestion on the roads.,0.7949466109275818,11,13
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have been driving a car almost for thirty years, but I have had no car accidents, fortunately.","I have been driving for almost thirty years, but fortunately I have never had an accident.",I have been driving a car for almost 30 years and fortunately have never had an accident.,0.8758520483970642,18,17
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I, fortunately, haven't got a car accident for 30 years since I started driving a car.","I have been driving for almost thirty years, but fortunately I have never had an accident.",I have been driving a car for almost 30 years and fortunately have never had an accident.,0.8383525609970093,16,17
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have been driving for almost 30years, fortunately, I have never had traffic accidents.","I have been driving for almost thirty years, but fortunately I have never had an accident.",I have been driving a car for almost 30 years and fortunately have never had an accident.,0.8493666052818298,14,17
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I've been driving a car for almost 30 years, and fortunately, I've never had an accident.","I have been driving for almost thirty years, but fortunately I have never had an accident.",I have been driving a car for almost 30 years and fortunately have never had an accident.,0.9461132884025574,16,17
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked I saw a Kindergarten child was hit by the track at the intersection of this street.,I was shocked at how a small child was run over by a truck at this corner.,I was shocked to see a kindergartner hit by a truck at the intersection of these streets.,0.7284709811210632,19,17
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was very shocked to see that the truck went over the child at the crossroad of this street. ,I was shocked at how a small child was run over by a truck at this corner.,I was shocked to see a kindergartner hit by a truck at the intersection of these streets.,0.7229296565055847,19,17
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he had taken the train, he would have been involved in an accident.","If he had been on the train, he would have been in the accident.","If he had been on that train, he would have been involved in an accident.",0.970233678817749,14,15
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he was on the train, he would have been in the accident.","If he had been on the train, he would have been in the accident.","If he had been on that train, he would have been involved in an accident.",0.9582939743995667,13,15
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,If he took the train he would get involved in an accident. ,"If he had been on the train, he would have been in the accident.","If he had been on that train, he would have been involved in an accident.",0.9017813801765442,12,15
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he ride the train, he might have been involved in the accident.","If he had been on the train, he would have been in the accident.","If he had been on that train, he would have been involved in an accident.",0.9305019378662109,13,15
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes one day to go to Osaka from Tokyo by car, but one hour by airplane.","It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a full day to get from Tokyo to Osaka by car, but only an hour by plane.",0.9463511109352112,17,19
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes a whole day from Tokyo to Osaka by car, but it takes an hour by airplane.","It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a full day to get from Tokyo to Osaka by car, but only an hour by plane.",0.9565337896347046,18,19
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes a day from Tokyo to Osaka by car, it takes an hour by plane.","It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a full day to get from Tokyo to Osaka by car, but only an hour by plane.",0.9518408179283142,16,19
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,"Because both the train and the bus were crowded, I kept standing all the time.","Both the train and the bus were jam-packed, so I had to stand all the way.","The trains and buses were packed, and I was on my feet the whole time.",0.6934949159622192,15,15
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,I stood for a long time because the train or the bus was very crowded.,"Both the train and the bus were jam-packed, so I had to stand all the way.","The trains and buses were packed, and I was on my feet the whole time.",0.679645299911499,15,15
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,I was standing all the time because the train and bus were crowded.,"Both the train and the bus were jam-packed, so I had to stand all the way.","The trains and buses were packed, and I was on my feet the whole time.",0.7159743309020996,13,15
目的地に着いたときは、くたくただった。,I was so tired when I arrived at my destination place.,I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",0.6074591279029846,11,8
目的地に着いたときは、くたくただった。,I was tired when I arrived at my destination.,I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",0.628611147403717,9,8
目的地に着いたときは、くたくただった。,I was very tired when I arrived at my goal.,I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",0.46555185317993164,10,8
目的地に着いたときは、くたくただった。,"When I arrived at the destination, I was exhausted.",I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",0.7342398762702942,9,8
目的地に着いたときは、くたくただった。,I was very tired when I reached the objective place.,I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",0.5404152274131775,10,8
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,People have different ideas. You don't know who has what hobby.,Different people like different things. You can't tell what someone is interested in.,Different people have different ideas. You never know who has what kind of hobbies.,0.8231906294822693,11,14
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,Everyone has different thoughts. We wouldn't know what hobbies people have.,Different people like different things. You can't tell what someone is interested in.,Different people have different ideas. You never know who has what kind of hobbies.,0.7354680299758911,11,14
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,I stayed up late until 2 a.m.last night because I was so absorbed in that detective novel.,That detective story was so good I couldn't put it down until two this morning.,I was so engrossed last night about that detective novel that I stayed up until 2 am!,0.8357574939727783,17,17
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,I was absorbed in reading detective novels so I was up till 2 am last night.,That detective story was so good I couldn't put it down until two this morning.,I was so engrossed last night about that detective novel that I stayed up until 2 am!,0.7664005756378174,16,17
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,"Last night, I was crazy for the detective novel, so I stayed up late until 2 am.",That detective story was so good I couldn't put it down until two this morning.,I was so engrossed last night about that detective novel that I stayed up until 2 am!,0.850501537322998,17,17
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,I've never been more impressed than the novels I've just read of all the books I've read.,The novel I've just finished is the best one I've ever read.,"Of the many books I have read, none have impressed me as much as the novel I just finished reading.",0.7423228025436401,17,20
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,I have never been impressed so by all the books I had ever read than the novel I've just finished reading.,The novel I've just finished is the best one I've ever read.,"Of the many books I have read, none have impressed me as much as the novel I just finished reading.",0.8378375768661499,21,20
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,"Among many books I have read, there is no impressive book rather than the novel which I have just finished reading.",The novel I've just finished is the best one I've ever read.,"Of the many books I have read, none have impressed me as much as the novel I just finished reading.",0.8782141804695129,21,20
本を読むには、積極的に想像力を働かさなければならないからです。,To read the book we must use imagination proactively.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.","This is because to read a book, you must actively use your imagination.",0.8571807742118835,9,13
本を読むには、積極的に想像力を働かさなければならないからです。,It is because reading books requires an aggressive imagination.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.","This is because to read a book, you must actively use your imagination.",0.7902230620384216,9,13
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We must not forget that reading is one of cultural heritage to teach the children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must remember that reading is part of our cultural heritage that we must pass on to our children.,0.8081875443458557,15,19
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We shouldn't forget that reading book is one of the cultural heritage that we have to take over to our children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must remember that reading is part of our cultural heritage that we must pass on to our children.,0.834622859954834,21,19
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,Don't forget reading books is part of cultural heritage we tell children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must remember that reading is part of our cultural heritage that we must pass on to our children.,0.7433770895004272,12,19
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We remember the reading book is the one of the cultural heritage which we have to tell our children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must remember that reading is part of our cultural heritage that we must pass on to our children.,0.8669121265411377,19,19
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is dangerous to drive a car after you drink two bottles of whiskey.,It would be dangerous to drink two bottles of whiskey and drive a car.,Driving a car with two open bottles of whiskey is dangerous.,0.9011222720146179,14,11
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is dangerous to drive a car after drinking two bottles of whisky.,It would be dangerous to drink two bottles of whiskey and drive a car.,Driving a car with two open bottles of whiskey is dangerous.,0.8980282545089722,13,11
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is dangerous to drive the car after drinking two bottles of whiskey.,It would be dangerous to drink two bottles of whiskey and drive a car.,Driving a car with two open bottles of whiskey is dangerous.,0.914155900478363,13,11
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is a danger to drive a car opening two whiskey bottles.,It would be dangerous to drink two bottles of whiskey and drive a car.,Driving a car with two open bottles of whiskey is dangerous.,0.8918789625167847,12,11
日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to cram schools to prepare for college entrance exams.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,The majority of Japanese high school students go to cram schools to prepare for college entrance exams.,0.9836351275444031,15,17
日本の高校生の大半が、大学入試に備えるために塾に行く。,Many Japanese high school students go to cram school to prepare for university entrance exams.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,The majority of Japanese high school students go to cram schools to prepare for college entrance exams.,0.9660245776176453,15,17
日本の高校生の大半が、大学入試に備えるために塾に行く。,"Most Japanese high school students, go to cram school to prepare for the college entrance exam.",Most Japanese high school students go to a cram school to prepare for college entrance exams.,The majority of Japanese high school students go to cram schools to prepare for college entrance exams.,0.964214026927948,16,17
日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to cram schools to prepare for the university entrance exams.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,The majority of Japanese high school students go to cram schools to prepare for college entrance exams.,0.97867751121521,16,17
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,"I was asked next grandmother, ""Where are you going to?"" on the train.",An elderly woman sitting next to me on the train asked me where I was going.,An old lady sitting next to me on the train asked me how far I was going.,0.7008167505264282,13,17
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,"An old woman sitting next to me on a train, asked me how far will you go?",An elderly woman sitting next to me on the train asked me where I was going.,An old lady sitting next to me on the train asked me how far I was going.,0.9407472610473633,17,17
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,I was asked where did you go by the old woman who sat down aside me.,An elderly woman sitting next to me on the train asked me where I was going.,An old lady sitting next to me on the train asked me how far I was going.,0.6147399544715881,16,17
大地震がいつどこで起こるのかは予測不可能だ。,It is not predictable when or where the earthquake occurs. ,It is impossible to predict where and when there will be a major earthquake.,It is impossible to predict when and where a major earthquake will strike.,0.7389419674873352,10,13
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom said that everything would be all right, but I was so nervous.","Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom insisted that all would be well, but I was worried.",0.7812623381614685,13,11
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom said that he has confidence that everything goes well, but I was worried so much.","Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom insisted that all would be well, but I was worried.",0.685029149055481,16,11
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,Tom everything will go well but I worried about that too much.,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom insisted that all would be well, but I was worried.",0.7001113891601562,12,11
僕の発言が彼女を傷つけるなんで思いもしなかった。,I don't expect I hurt her with my comment.,It never occurred to me that my remark might hurt her feelings.,It never occurred to me that what I said would hurt her.,0.5719555020332336,9,12
僕の発言が彼女を傷つけるなんで思いもしなかった。,I didn't even think that what I said hurt her feeling.,It never occurred to me that my remark might hurt her feelings.,It never occurred to me that what I said would hurt her.,0.7368334531784058,11,12
僕の発言が彼女を傷つけるなんで思いもしなかった。,I didn't expect my comment might hurt her.,It never occurred to me that my remark might hurt her feelings.,It never occurred to me that what I said would hurt her.,0.5807375907897949,8,12
僕の発言が彼女を傷つけるなんで思いもしなかった。,I never expected that my words hurt her.,It never occurred to me that my remark might hurt her feelings.,It never occurred to me that what I said would hurt her.,0.8035562634468079,8,12
大学を卒業したら海外で仕事を探すことに決めている。,I have decided to search for a job abroad after graduating from University.,I've decided to look for a job abroad when I graduate from college.,He has decided to look for a job abroad after he graduates from college.,0.763846218585968,13,14
大学を卒業したら海外で仕事を探すことに決めている。,I decided to look for a job abroad after I graduate from college.,I've decided to look for a job abroad when I graduate from college.,He has decided to look for a job abroad after he graduates from college.,0.8520650863647461,13,14
大学を卒業したら海外で仕事を探すことに決めている。,I decided when I graduate from universityI will find a job overseas. ,I've decided to look for a job abroad when I graduate from college.,He has decided to look for a job abroad after he graduates from college.,0.7032860517501831,12,14
大学を卒業したら海外で仕事を探すことに決めている。,"When I graduate from university, I will look for a job abroad.",I've decided to look for a job abroad when I graduate from college.,He has decided to look for a job abroad after he graduates from college.,0.7941286563873291,12,14
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I lived in Canada for three years because of my father's job.",I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",0.9717476963996887,17,17
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I had lived in Canada for three years due to my father's work.",I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",0.9762085676193237,18,17
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I had lived in Canada for three years with my father's job ",I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",0.9536041021347046,17,17
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I lived in Canada for three years because of my father's work.",I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",0.9999998807907104,17,17
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"In addition to the spread of the Internet, the sales of PC have been increasing rapidly in the past few years.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Along with the spread of the Internet, sales of personal computers have been growing rapidly over the past few years.",0.819312334060669,21,20
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"With the spread of the Internet, sales of computers have been increasing dramatically in the past few days.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Along with the spread of the Internet, sales of personal computers have been growing rapidly over the past few years.",0.8669079542160034,18,20
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"In recent years, with the spread of the internet, sales of personal computers have increased rapidly.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Along with the spread of the Internet, sales of personal computers have been growing rapidly over the past few years.",0.8962012529373169,16,20
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",1.0,14,14
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I take a train this morning, I can't find a vacant seat.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",0.8857713341712952,13,14
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on a train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",0.9965759515762329,14,14
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I took the train this morning, I didn't find a vacancy.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",0.786523163318634,12,14
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find a vacant seat.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",0.9430007338523865,14,14
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"Now I'm not wearing my glasses, so I can not understand what the sign says.","I'm not wearing glasses now, so I can't make out what the sign says.","I don't wear glasses now, so I don't know what that marker says.",0.7397372722625732,15,13
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,"Humans have the ability to express what they think, by five years to six years.",Humans learn to express what they think by the age of five or six.,"By the age of 5~6, humans have the ability to express what they think.",0.7343825697898865,15,14
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,All human-being acquires the ability to express what they think when 5 to 6 years old.,Humans learn to express what they think by the age of five or six.,"By the age of 5~6, humans have the ability to express what they think.",0.6573967933654785,16,14
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,"Humans are around 5～6years old, they have the ability to express what they think.",Humans learn to express what they think by the age of five or six.,"By the age of 5~6, humans have the ability to express what they think.",0.7110629081726074,14,14
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,"By the age of 5-6, humans will have the ability to express what they think.",Humans learn to express what they think by the age of five or six.,"By the age of 5~6, humans have the ability to express what they think.",0.8944471478462219,15,14
先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you wrote the other day, I could come here without getting lost.","Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map I had drawn the other day, I was able to get here without getting lost.",0.8523229956626892,16,19
先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map that you drew the other day, I could come here without hesitation.","Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map I had drawn the other day, I was able to get here without getting lost.",0.6939761638641357,16,19
ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob changed a lot, so I didn't recognize him when seeing him in the previous lesson.","Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",nan,0.07780185341835022,16,1
昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up until 4 o'clock yesterday because I was busy preparing for math, so I'm very sleepy.","I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0.13892319798469543,18,19
昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,I'm very sleepy because I stayed up until 4 o'clock to prepare for math.,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0.13799314200878143,14,19
昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"As I prepared for the math class hard until 4 am, I'm very sleepy.","I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0.18061433732509613,14,19
昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,I'm very sleepy because I had woken until 4 AM to do a pre-study of math yesterday.,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0.14797663688659668,17,19
図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I finished reading the novel I borrowed from the library yesterday, so I have nothing to do now.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading a novel I borrowed yesterday from the library, so now I have nothing to do.",0.9945081472396851,18,18
図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"As I finished reading a book borrowed from the library yesterday, I have nothing to do now.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading a novel I borrowed yesterday from the library, so now I have nothing to do.",0.9287911057472229,17,18
図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel that I borrowed from the library, so I have no things to do.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading a novel I borrowed yesterday from the library, so now I have nothing to do.",0.9190011620521545,18,18
図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some of the students use the library as if they were in a coffee shop.,Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library act as if they are in a coffee shop.,0.9252356886863708,15,16
図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,"There are some students coming to the library, who behave as if being in a cafe.",Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library act as if they are in a coffee shop.,0.8411597013473511,16,16
図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a caf?.,Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library act as if they are in a coffee shop.,0.8852829933166504,14,16
図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students who come to the library behave like in a tearoom.,Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library act as if they are in a coffee shop.,0.6688359975814819,12,16
子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I used to wish my house had been a little bigger.","When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house was a little bigger.",0.9862447381019592,16,15
子供の頃、もう少し家が広ければと思ったものでした。,I wish I have a little wide house in childhood.,"When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house was a little bigger.",0.7858193516731262,10,15
子供の頃、もう少し家が広ければと思ったものでした。,"At the age of my childhood, I thought that it would be better if my house was a little bigger one.","When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house was a little bigger.",0.7793372869491577,21,15
子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often thought that if my house was big a little.","When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house was a little bigger.",0.814102053642273,16,15
洪水や地震などの被災者を手助けするボランティアとして活動したい。,I would like to work as a volunteer to help victims of floods and earthquakes.,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I would like to work as a volunteer to help victims of floods and earthquakes.,0.9999998807907104,15,15
トムは素晴らしいドラムを持っていますが、誰にも使わせません。,Tom has an excellent drum but he doesn't allow anyone to use it.,"Tom has nice drums, and he never lets anyone else play them.",Tom has great drums but won't let anyone use them.,0.8287157416343689,13,10
トムは素晴らしいドラムを持っていますが、誰にも使わせません。,Tom has fine drams but he does not allow anyone to use them.,"Tom has nice drums, and he never lets anyone else play them.",Tom has great drums but won't let anyone use them.,0.5031191110610962,13,10
トムは素晴らしいドラムを持っていますが、誰にも使わせません。,Tom has an excellent drum but he doesn't use anyone.,"Tom has nice drums, and he never lets anyone else play them.",Tom has great drums but won't let anyone use them.,0.8217008113861084,10,10
最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first, I thought Tom told a joke, but later I found out he was serious.","At first I thought Tom was joking, but later I realized he was serious.",Tom has great drums but won't let anyone use them.,0.15952973067760468,16,10
最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first, I thought Tom said joke, but later I realized he was serious.","At first I thought Tom was joking, but later I realized he was serious.",Tom has great drums but won't let anyone use them.,0.09708160907030106,14,10
最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first, I thought that he was joking, but later I realized he was serious.","At first I thought Tom was joking, but later I realized he was serious.",Tom has great drums but won't let anyone use them.,-0.014129417017102242,15,10
この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday, I tried to cook Italian food for the first time in my life and it was very delicious.","Last Sunday I tried making some Italian food for the first time, and it was delicious. ","This past Sunday, I tried Italian cooking for the first time in my life and came up with something very delicious.",0.9283797740936279,20,21
この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday, I tried to cook Italian even for the first time though, those were quite tasty. ","Last Sunday I tried making some Italian food for the first time, and it was delicious. ","This past Sunday, I tried Italian cooking for the first time in my life and came up with something very delicious.",0.8417181968688965,17,21
私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she wouldn't forgive me.","I apologized to Ann for being late, but she didn't forgive me.","I wronged Ann for being late, but she did not forgive me.",0.8593370914459229,12,12
私はアンに遅刻したことを誤ったが、許してはくれなかった。,"Although I apologized to Ann for being late, she didn't forgive me.","I apologized to Ann for being late, but she didn't forgive me.","I wronged Ann for being late, but she did not forgive me.",0.8762596249580383,12,12
私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I made an apology for being late to Anne, but she didn't forgive me.","I apologized to Ann for being late, but she didn't forgive me.","I wronged Ann for being late, but she did not forgive me.",0.792259693145752,14,12
毎日、家事がとても忙しく、映画を観に行く暇がない。,I don't have time to watch the movie because I'm busy with housework every day,I'm so busy doing the housework every day that I have no time to see a movie.,"Every day, I am very busy with household chores and have no time to go to the movies.",0.7066230177879333,15,18
毎日、家事がとても忙しく、映画を観に行く暇がない。,I am so busy with housework every day that I don't have the chance to go to the movies.,I'm so busy doing the housework every day that I have no time to see a movie.,"Every day, I am very busy with household chores and have no time to go to the movies.",0.8261386752128601,19,18
この木の机は重いので私一人では二階まで運べない。,This wood desk is too heavy to move upstairs by myself.,This wooden desk is too heavy for me to carry upstairs alone.,This wooden desk is too heavy for me to carry upstairs by myself.,0.9135061502456665,11,13
この木の机は重いので私一人では二階まで運べない。,I alone am not able to bring this table to the 2nd floor because it is very heavy.,This wooden desk is too heavy for me to carry upstairs alone.,This wooden desk is too heavy for me to carry upstairs by myself.,0.5316906571388245,18,13
この木の机は重いので私一人では二階まで運べない。,The desk of wood does not carry by the second floor only me because it is heavy.,This wooden desk is too heavy for me to carry upstairs alone.,This wooden desk is too heavy for me to carry upstairs by myself.,0.7039120197296143,17,13
ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,I was disappointed during my trip to Europe because I met many Japanese tourists everywhere I visited.,"While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","During my travels in Europe, I was fed up with meeting so many Japanese travelers in every country I visited.",0.7450922131538391,17,20
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy to see my mother go to the office wearing the earrings that I gave to her. ,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,0.8947515487670898,20,17
