出題文,学習者,英語答え,翻訳,ラベル
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,If he took the train he would get involved in an accident. ,"If he had been on the train, he would have been in the accident.","If he had been on that train, he would have been involved in an accident.",1
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,"If he ride the train, he might have been involved in the accident.","If he had been on the train, he would have been in the accident.","If he had been on that train, he would have been involved in an accident.",0
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes one day to go to Osaka from Tokyo by car, but one hour by airplane.","It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a full day to get from Tokyo to Osaka by car, but only an hour by plane.",0
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes a whole day from Tokyo to Osaka by car, but it takes an hour by airplane.","It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a full day to get from Tokyo to Osaka by car, but only an hour by plane.",1
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes a day from Tokyo to Osaka by car, it takes an hour by plane.","It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a full day to get from Tokyo to Osaka by car, but only an hour by plane.",1
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,"Because both the train and the bus were crowded, I kept standing all the time.","Both the train and the bus were jam-packed, so I had to stand all the way.","The trains and buses were packed, and I was on my feet the whole time.",1
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,I stood for a long time because the train or the bus was very crowded.,"Both the train and the bus were jam-packed, so I had to stand all the way.","The trains and buses were packed, and I was on my feet the whole time.",1
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,I was standing all the time because the train and bus were crowded.,"Both the train and the bus were jam-packed, so I had to stand all the way.","The trains and buses were packed, and I was on my feet the whole time.",1
目的地に着いたときは、くたくただった。,I was so tired when I arrived at my destination place.,I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",0
目的地に着いたときは、くたくただった。,I was tired when I arrived at my destination.,I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",0
目的地に着いたときは、くたくただった。,I was very tired when I arrived at my goal.,I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",0
目的地に着いたときは、くたくただった。,"When I arrived at the destination, I was exhausted.",I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",1
目的地に着いたときは、くたくただった。,I was very tired when I reached the objective place.,I was tired out by the time I got to my destination.,"When we reached our destination, we were exhausted.",1
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,People have different ideas. You don't know who has what hobby.,Different people like different things. You can't tell what someone is interested in.,Different people have different ideas. You never know who has what kind of hobbies.,1
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,Everyone has different thoughts. We wouldn't know what hobbies people have.,Different people like different things. You can't tell what someone is interested in.,Different people have different ideas. You never know who has what kind of hobbies.,1
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,I stayed up late until 2 a.m.last night because I was so absorbed in that detective novel.,That detective story was so good I couldn't put it down until two this morning.,I was so engrossed last night about that detective novel that I stayed up until 2 am!,1
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,I was absorbed in reading detective novels so I was up till 2 am last night.,That detective story was so good I couldn't put it down until two this morning.,I was so engrossed last night about that detective novel that I stayed up until 2 am!,1
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,"Last night, I was crazy for the detective novel, so I stayed up late until 2 am.",That detective story was so good I couldn't put it down until two this morning.,I was so engrossed last night about that detective novel that I stayed up until 2 am!,1
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,I've never been more impressed than the novels I've just read of all the books I've read.,The novel I've just finished is the best one I've ever read.,"Of the many books I have read, none have impressed me as much as the novel I just finished reading.",0
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,I have never been impressed so by all the books I had ever read than the novel I've just finished reading.,The novel I've just finished is the best one I've ever read.,"Of the many books I have read, none have impressed me as much as the novel I just finished reading.",1
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,"Among many books I have read, there is no impressive book rather than the novel which I have just finished reading.",The novel I've just finished is the best one I've ever read.,"Of the many books I have read, none have impressed me as much as the novel I just finished reading.",1
本を読むには、積極的に想像力を働かさなければならないからです。,To read the book we must use imagination proactively.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.","This is because to read a book, you must actively use your imagination.",1
本を読むには、積極的に想像力を働かさなければならないからです。,It is because reading books requires an aggressive imagination.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.","This is because to read a book, you must actively use your imagination.",1
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We must not forget that reading is one of cultural heritage to teach the children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must remember that reading is part of our cultural heritage that we must pass on to our children.,1
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We shouldn't forget that reading book is one of the cultural heritage that we have to take over to our children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must remember that reading is part of our cultural heritage that we must pass on to our children.,0
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,Don't forget reading books is part of cultural heritage we tell children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must remember that reading is part of our cultural heritage that we must pass on to our children.,1
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We remember the reading book is the one of the cultural heritage which we have to tell our children.,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must remember that reading is part of our cultural heritage that we must pass on to our children.,1
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is dangerous to drive a car after you drink two bottles of whiskey.,It would be dangerous to drink two bottles of whiskey and drive a car.,Driving a car with two open bottles of whiskey is dangerous.,0
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is dangerous to drive a car after drinking two bottles of whisky.,It would be dangerous to drink two bottles of whiskey and drive a car.,Driving a car with two open bottles of whiskey is dangerous.,0
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is dangerous to drive the car after drinking two bottles of whiskey.,It would be dangerous to drink two bottles of whiskey and drive a car.,Driving a car with two open bottles of whiskey is dangerous.,1
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is a danger to drive a car opening two whiskey bottles.,It would be dangerous to drink two bottles of whiskey and drive a car.,Driving a car with two open bottles of whiskey is dangerous.,1
日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to cram schools to prepare for college entrance exams.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,The majority of Japanese high school students go to cram schools to prepare for college entrance exams.,0
日本の高校生の大半が、大学入試に備えるために塾に行く。,Many Japanese high school students go to cram school to prepare for university entrance exams.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,The majority of Japanese high school students go to cram schools to prepare for college entrance exams.,1
日本の高校生の大半が、大学入試に備えるために塾に行く。,"Most Japanese high school students, go to cram school to prepare for the college entrance exam.",Most Japanese high school students go to a cram school to prepare for college entrance exams.,The majority of Japanese high school students go to cram schools to prepare for college entrance exams.,0
日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to cram schools to prepare for the university entrance exams.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,The majority of Japanese high school students go to cram schools to prepare for college entrance exams.,0
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,"I was asked next grandmother, ""Where are you going to?"" on the train.",An elderly woman sitting next to me on the train asked me where I was going.,An old lady sitting next to me on the train asked me how far I was going.,0
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,"An old woman sitting next to me on a train, asked me how far will you go?",An elderly woman sitting next to me on the train asked me where I was going.,An old lady sitting next to me on the train asked me how far I was going.,1
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,I was asked where did you go by the old woman who sat down aside me.,An elderly woman sitting next to me on the train asked me where I was going.,An old lady sitting next to me on the train asked me how far I was going.,1
大地震がいつどこで起こるのかは予測不可能だ。,It is not predictable when or where the earthquake occurs. ,It is impossible to predict where and when there will be a major earthquake.,It is impossible to predict when and where a major earthquake will strike.,0
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom said that everything would be all right, but I was so nervous.","Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom insisted that all would be well, but I was worried.",1
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom said that he has confidence that everything goes well, but I was worried so much.","Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom insisted that all would be well, but I was worried.",0
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,Tom everything will go well but I worried about that too much.,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom insisted that all would be well, but I was worried.",0
僕の発言が彼女を傷つけるなんで思いもしなかった。,I don't expect I hurt her with my comment.,It never occurred to me that my remark might hurt her feelings.,It never occurred to me that what I said would hurt her.,0
僕の発言が彼女を傷つけるなんで思いもしなかった。,I didn't even think that what I said hurt her feeling.,It never occurred to me that my remark might hurt her feelings.,It never occurred to me that what I said would hurt her.,1
僕の発言が彼女を傷つけるなんで思いもしなかった。,I didn't expect my comment might hurt her.,It never occurred to me that my remark might hurt her feelings.,It never occurred to me that what I said would hurt her.,0
僕の発言が彼女を傷つけるなんで思いもしなかった。,I never expected that my words hurt her.,It never occurred to me that my remark might hurt her feelings.,It never occurred to me that what I said would hurt her.,0
大学を卒業したら海外で仕事を探すことに決めている。,I have decided to search for a job abroad after graduating from University.,I've decided to look for a job abroad when I graduate from college.,He has decided to look for a job abroad after he graduates from college.,1
大学を卒業したら海外で仕事を探すことに決めている。,I decided to look for a job abroad after I graduate from college.,I've decided to look for a job abroad when I graduate from college.,He has decided to look for a job abroad after he graduates from college.,0
大学を卒業したら海外で仕事を探すことに決めている。,I decided when I graduate from universityI will find a job overseas. ,I've decided to look for a job abroad when I graduate from college.,He has decided to look for a job abroad after he graduates from college.,0
大学を卒業したら海外で仕事を探すことに決めている。,"When I graduate from university, I will look for a job abroad.",I've decided to look for a job abroad when I graduate from college.,He has decided to look for a job abroad after he graduates from college.,0
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I lived in Canada for three years because of my father's job.",I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",1
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I had lived in Canada for three years due to my father's work.",I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",1
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I had lived in Canada for three years with my father's job ",I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",1
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,"When I was a teenager, I lived in Canada for three years because of my father's work.",I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",1
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"In addition to the spread of the Internet, the sales of PC have been increasing rapidly in the past few years.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Along with the spread of the Internet, sales of personal computers have been growing rapidly over the past few years.",1
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"With the spread of the Internet, sales of computers have been increasing dramatically in the past few days.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Along with the spread of the Internet, sales of personal computers have been growing rapidly over the past few years.",1
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"In recent years, with the spread of the internet, sales of personal computers have increased rapidly.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Along with the spread of the Internet, sales of personal computers have been growing rapidly over the past few years.",0
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",2
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I take a train this morning, I can't find a vacant seat.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",2
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on a train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",2
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I took the train this morning, I didn't find a vacancy.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",2
今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find a vacant seat.","When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",2
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"Now I'm not wearing my glasses, so I can not understand what the sign says.","I'm not wearing glasses now, so I can't make out what the sign says.","I don't wear glasses now, so I don't know what that marker says.",0
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,"Humans have the ability to express what they think, by five years to six years.",Humans learn to express what they think by the age of five or six.,"By the age of 5~6, humans have the ability to express what they think.",0
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,All human-being acquires the ability to express what they think when 5 to 6 years old.,Humans learn to express what they think by the age of five or six.,"By the age of 5~6, humans have the ability to express what they think.",0
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,"Humans are around 5～6years old, they have the ability to express what they think.",Humans learn to express what they think by the age of five or six.,"By the age of 5~6, humans have the ability to express what they think.",1
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,"By the age of 5-6, humans will have the ability to express what they think.",Humans learn to express what they think by the age of five or six.,"By the age of 5~6, humans have the ability to express what they think.",1
先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you wrote the other day, I could come here without getting lost.","Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map I had drawn the other day, I was able to get here without getting lost.",0
先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map that you drew the other day, I could come here without hesitation.","Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map I had drawn the other day, I was able to get here without getting lost.",0
ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob changed a lot, so I didn't recognize him when seeing him in the previous lesson.","Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",nan,0
昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up until 4 o'clock yesterday because I was busy preparing for math, so I'm very sleepy.","I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0
昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,I'm very sleepy because I stayed up until 4 o'clock to prepare for math.,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0
昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"As I prepared for the math class hard until 4 am, I'm very sleepy.","I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0
昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,I'm very sleepy because I had woken until 4 AM to do a pre-study of math yesterday.,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0
図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I finished reading the novel I borrowed from the library yesterday, so I have nothing to do now.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading a novel I borrowed yesterday from the library, so now I have nothing to do.",0
図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"As I finished reading a book borrowed from the library yesterday, I have nothing to do now.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading a novel I borrowed yesterday from the library, so now I have nothing to do.",1
図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel that I borrowed from the library, so I have no things to do.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading a novel I borrowed yesterday from the library, so now I have nothing to do.",0
図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some of the students use the library as if they were in a coffee shop.,Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library act as if they are in a coffee shop.,1
図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,"There are some students coming to the library, who behave as if being in a cafe.",Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library act as if they are in a coffee shop.,0
図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a caf?.,Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library act as if they are in a coffee shop.,0
図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students who come to the library behave like in a tearoom.,Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library act as if they are in a coffee shop.,1
子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I used to wish my house had been a little bigger.","When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house was a little bigger.",1
子供の頃、もう少し家が広ければと思ったものでした。,I wish I have a little wide house in childhood.,"When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house was a little bigger.",1
子供の頃、もう少し家が広ければと思ったものでした。,"At the age of my childhood, I thought that it would be better if my house was a little bigger one.","When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house was a little bigger.",1
子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often thought that if my house was big a little.","When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house was a little bigger.",1
洪水や地震などの被災者を手助けするボランティアとして活動したい。,I would like to work as a volunteer to help victims of floods and earthquakes.,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I would like to work as a volunteer to help victims of floods and earthquakes.,1
トムは素晴らしいドラムを持っていますが、誰にも使わせません。,Tom has an excellent drum but he doesn't allow anyone to use it.,"Tom has nice drums, and he never lets anyone else play them.",Tom has great drums but won't let anyone use them.,1
トムは素晴らしいドラムを持っていますが、誰にも使わせません。,Tom has fine drams but he does not allow anyone to use them.,"Tom has nice drums, and he never lets anyone else play them.",Tom has great drums but won't let anyone use them.,1
トムは素晴らしいドラムを持っていますが、誰にも使わせません。,Tom has an excellent drum but he doesn't use anyone.,"Tom has nice drums, and he never lets anyone else play them.",Tom has great drums but won't let anyone use them.,0
最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first, I thought Tom told a joke, but later I found out he was serious.","At first I thought Tom was joking, but later I realized he was serious.",Tom has great drums but won't let anyone use them.,0
最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first, I thought Tom said joke, but later I realized he was serious.","At first I thought Tom was joking, but later I realized he was serious.",Tom has great drums but won't let anyone use them.,0
最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first, I thought that he was joking, but later I realized he was serious.","At first I thought Tom was joking, but later I realized he was serious.",Tom has great drums but won't let anyone use them.,0
この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday, I tried to cook Italian food for the first time in my life and it was very delicious.","Last Sunday I tried making some Italian food for the first time, and it was delicious. ","This past Sunday, I tried Italian cooking for the first time in my life and came up with something very delicious.",0
この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday, I tried to cook Italian even for the first time though, those were quite tasty. ","Last Sunday I tried making some Italian food for the first time, and it was delicious. ","This past Sunday, I tried Italian cooking for the first time in my life and came up with something very delicious.",1
私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she wouldn't forgive me.","I apologized to Ann for being late, but she didn't forgive me.","I wronged Ann for being late, but she did not forgive me.",0
私はアンに遅刻したことを誤ったが、許してはくれなかった。,"Although I apologized to Ann for being late, she didn't forgive me.","I apologized to Ann for being late, but she didn't forgive me.","I wronged Ann for being late, but she did not forgive me.",0
私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I made an apology for being late to Anne, but she didn't forgive me.","I apologized to Ann for being late, but she didn't forgive me.","I wronged Ann for being late, but she did not forgive me.",0
毎日、家事がとても忙しく、映画を観に行く暇がない。,I don't have time to watch the movie because I'm busy with housework every day,I'm so busy doing the housework every day that I have no time to see a movie.,"Every day, I am very busy with household chores and have no time to go to the movies.",0
毎日、家事がとても忙しく、映画を観に行く暇がない。,I am so busy with housework every day that I don't have the chance to go to the movies.,I'm so busy doing the housework every day that I have no time to see a movie.,"Every day, I am very busy with household chores and have no time to go to the movies.",1
この木の机は重いので私一人では二階まで運べない。,This wood desk is too heavy to move upstairs by myself.,This wooden desk is too heavy for me to carry upstairs alone.,This wooden desk is too heavy for me to carry upstairs by myself.,1
この木の机は重いので私一人では二階まで運べない。,I alone am not able to bring this table to the 2nd floor because it is very heavy.,This wooden desk is too heavy for me to carry upstairs alone.,This wooden desk is too heavy for me to carry upstairs by myself.,0
この木の机は重いので私一人では二階まで運べない。,The desk of wood does not carry by the second floor only me because it is heavy.,This wooden desk is too heavy for me to carry upstairs alone.,This wooden desk is too heavy for me to carry upstairs by myself.,0
ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,I was disappointed during my trip to Europe because I met many Japanese tourists everywhere I visited.,"While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","During my travels in Europe, I was fed up with meeting so many Japanese travelers in every country I visited.",1
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy to see my mother go to the office wearing the earrings that I gave to her. ,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,1
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was happy to see my mother go to the office with the earring I presented.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,1
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was happy to see my mother wearing the earrings that I gave her when she went to work.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,1
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy to see my mother wear I gave her earrings to go to work.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,1
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy to see that mother putting earrings which I presented went to the company.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,1
学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,That you think a school is a place where we only study is evidence that you don't understand the role of the school.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",To think that school is a place where only studies are taught is a sign that you do not understand the role of school.,1
学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,To regard the schools as the places where they teach you only subjects will prove that you don't understand the roles of schools.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",To think that school is a place where only studies are taught is a sign that you do not understand the role of school.,0
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese spend their time with work to live.,Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,0
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese people spent most of their time working to live.,Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,0
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese spend a large part of their time working to live.,Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,0
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese spend most of their time working to live.,Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,1
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,"Most Japanese, cost a lot of time working to live.",Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,0
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japanese usually express their feelings as indirectly as possible so as not to hurt others.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,0
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japanese always express without immediately not to insure another person.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,0
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japanese generally try to express their feelings as indirectly as possible in order to not hurt others.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,1
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,it's normal for Japanese people to express their feelings indirectly for the purpose of not making others feel bad.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,0
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Many Japanese express their feelings as indirectly as possible not to hurt others.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,0
大気中のCO2の増加は、地球温暖化と密接な関連がある。,The increase in atmospheric CO2 is closely related to global warming.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,1
大気中のCO2の増加は、地球温暖化と密接な関連がある。,An increase in CO2 is closely related to Earth hottering.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,0
大気中のCO2の増加は、地球温暖化と密接な関連がある。,The increase of CO2 in the air is closely related to global warming.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,1
大気中のCO2の増加は、地球温暖化と密接な関連がある。,The CO2 increase in the air is closely related to the warming up of the earth.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,0
プロ野球はテレビで見るより球場で見た方が100倍面白い。,It is 100 times more interesting to watch a professional baseball game in a stadium than watching it on TV.,Professional baseball is far more exciting at a stadium than in TV.,Professional baseball is 100 times more interesting to watch at the stadium than on TV.,1
プロ野球はテレビで見るより球場で見た方が100倍面白い。,The Pro baseball game is 100 times more interesting to watch at the stadium than to watch it on TV.,Professional baseball is far more exciting at a stadium than in TV.,Professional baseball is 100 times more interesting to watch at the stadium than on TV.,1
プロ野球はテレビで見るより球場で見た方が100倍面白い。,professional baseball is watching a baseball stadium more 100 interest than watching TV.,Professional baseball is far more exciting at a stadium than in TV.,Professional baseball is 100 times more interesting to watch at the stadium than on TV.,0
このバイクは、イギリスでは日本のおよそ二倍の値段です。,This motorcycle is about twice as expensive in England as in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,These bikes cost about twice as much in the UK as they do in Japan.,0
このバイクは、イギリスでは日本のおよそ二倍の値段です。,"In England, this bike is twice as expensive as in Japan.",This motorbike is about twice as expensive in the U.K as in Japan.,These bikes cost about twice as much in the UK as they do in Japan.,0
