出題文,学習者,英語答え,翻訳,ラベル
図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I finished reading the novel when I rent yesterday, I have nothing to do now.","I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading a novel I borrowed yesterday from the library, so now I have nothing to do.",0
図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,"There is a student who comes to the library, behaves in the coffee shop.",Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library act as if they are in a coffee shop.,1
子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I would have wished that my house was more spacious.","When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house was a little bigger.",1
洪水や地震などの被災者を手助けするボランティアとして活動したい。,I want joying helping victims as a volunteer.,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I would like to work as a volunteer to help victims of floods and earthquakes.,0
洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I would like to do a volunteer for supporting people who are suffering from natural disasters, such as high tides or earthquakes.","I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I would like to work as a volunteer to help victims of floods and earthquakes.,0
洪水や地震などの被災者を手助けするボランティアとして活動したい。,I want to act to help people and earthquakes.,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I would like to work as a volunteer to help victims of floods and earthquakes.,1
洪水や地震などの被災者を手助けするボランティアとして活動したい。,I want to be volunteer helping ,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I would like to work as a volunteer to help victims of floods and earthquakes.,1
トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Though Tom has good drums, he doesn't allow to use others. ","Tom has nice drums, and he never lets anyone else play them.",Tom has great drums but won't let anyone use them.,1
トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has a great drum, but he doesn't want anyone to use it.","Tom has nice drums, and he never lets anyone else play them.",Tom has great drums but won't let anyone use them.,1
最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"I thought Tom said joking, after that he was thlious.","At first I thought Tom was joking, but later I realized he was serious.","At first Tom thought he was joking, but later realized he was serious.",1
最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"Firstly I supposed Tom said a joke, but after that, I found out he was serious.","At first I thought Tom was joking, but later I realized he was serious.","At first Tom thought he was joking, but later realized he was serious.",0
この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"I had to tire to make Italy first time this Sunday, I could make delicious.","Last Sunday I tried making some Italian food for the first time, and it was delicious. ","This past Sunday, I tried Italian cooking for the first time in my life and came up with something very delicious.",0
この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday, I tried to cook Italian food for the first time in my life and I succeeded. ","Last Sunday I tried making some Italian food for the first time, and it was delicious. ","This past Sunday, I tried Italian cooking for the first time in my life and came up with something very delicious.",0
この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday, I tried to cook Italian and it was the first time for me. It was very delicious.","Last Sunday I tried making some Italian food for the first time, and it was delicious. ","This past Sunday, I tried Italian cooking for the first time in my life and came up with something very delicious.",0
私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I said sorry too late to An, thought She was upset.","I apologized to Ann for being late, but she didn't forgive me.","I wronged Ann for being late, but she did not forgive me.",0
私はアンに遅刻したことを誤ったが、許してはくれなかった。,Anne did not allow me even though I apologized for my delay.,"I apologized to Ann for being late, but she didn't forgive me.","I wronged Ann for being late, but she did not forgive me.",0
毎日、家事がとても忙しく、映画を観に行く暇がない。,"Every day, I have no time to go to the movies because I am so busy doing household chores. ",I'm so busy doing the housework every day that I have no time to see a movie.,"Every day, I am very busy with household chores and have no time to go to the movies.",1
毎日、家事がとても忙しく、映画を観に行く暇がない。,"As I'm tied up with house chores every day, I don't have time to go to see the movies.",I'm so busy doing the housework every day that I have no time to see a movie.,"Every day, I am very busy with household chores and have no time to go to the movies.",0
毎日、家事がとても忙しく、映画を観に行く暇がない。,There is no time to go to the theater because I'm very busy working in my home. ,I'm so busy doing the housework every day that I have no time to see a movie.,"Every day, I am very busy with household chores and have no time to go to the movies.",0
この木の机は重いので私一人では二階まで運べない。,"This wood deck is heavy, so it is hard to carry it up to the second floor by myself.",This wooden desk is too heavy for me to carry upstairs alone.,This wooden desk is too heavy for me to carry upstairs by myself.,1
この木の机は重いので私一人では二階まで運べない。,This wooden desk is so heavy that I can't bring it up to the second floor,This wooden desk is too heavy for me to carry upstairs alone.,This wooden desk is too heavy for me to carry upstairs by myself.,0
ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,I had sad that met many Japanese tourists during the Europe trip.,"While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","During my travels in Europe, I was fed up with meeting so many Japanese travelers in every country I visited.",1
ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,"During my trip to Europe, I felt bored because I met Japanese wherever I went.","While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","During my travels in Europe, I was fed up with meeting so many Japanese travelers in every country I visited.",1
ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,"During my trip to Europe, I felt bored of seeing many tourists from Japan wherever countries I visited.","While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","During my travels in Europe, I was fed up with meeting so many Japanese travelers in every country I visited.",1
ヨーロッパ旅行中、どこの国に行っても多くの日本人旅行者に出会うのでうんざりしました。,"During my trip to Europe, I was bored because I met many Japanese tourists whenever I go.","While traveling in Europe,I was disappointed that wherever I went, there were many Japanese tourists.","During my travels in Europe, I was fed up with meeting so many Japanese travelers in every country I visited.",1
学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,It is not understood that schools supply for study only.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",To think that school is a place where only studies are taught is a sign that you do not understand the role of school.,1
学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,It is proof of misunderstanding the role of the school to think only teaching the study in school.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",To think that school is a place where only studies are taught is a sign that you do not understand the role of school.,1
学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,It is not proof that schools teach only studying ,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",To think that school is a place where only studies are taught is a sign that you do not understand the role of school.,1
大気中のCO2の増加は、地球温暖化と密接な関連がある。,closely related to global warming ,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,1
プロ野球はテレビで見るより球場で見た方が100倍面白い。,It is very interesting 100 times to watch a baseball stadium than TV.,Professional baseball is far more exciting at a stadium than in TV.,Professional baseball is 100 times more interesting to watch at the stadium than on TV.,1
プロ野球はテレビで見るより球場で見た方が100倍面白い。,Watching baseball games excite you 100 times more than doing it on TV.,Professional baseball is far more exciting at a stadium than in TV.,Professional baseball is 100 times more interesting to watch at the stadium than on TV.,1
このバイクは、イギリスでは日本のおよそ二倍の値段です。,The price of this motorcycle is twice as much as it is in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,These bikes cost about twice as much in the UK as they do in Japan.,1
本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,"It is getting worse reading books, but it is not curious for young people.","Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",The fact that fewer books are being read does not mean that today's young people have less intellectual appetite.,0
本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,The less reading books young people doesn't mean they don't have less intellectual interests.,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",The fact that fewer books are being read does not mean that today's young people have less intellectual appetite.,1
本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,The decreased volume of reading the book is not linked to the decreased intelligent intent of current young people.,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",The fact that fewer books are being read does not mean that today's young people have less intellectual appetite.,1
本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,Latest younger people is not a little wanting of intelligent because they read a few books,"Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",The fact that fewer books are being read does not mean that today's young people have less intellectual appetite.,1
率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,The entrance examination I tried yesterday is more difficult than I thought.,"Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly, the admissions test I took yesterday was much harder than I thought it would be.",0
世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"There is a country which has a lot of foods in the world. On the other hand, there is a country ten thousands of children die without any food. ","In some countries people have too much food, while in others tens of thousands of children are starving.","In some countries in the world there is a surplus of food, while in others tens of thousands of children are starving to death.",1
世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"All over the world, a lot of food is existing countries but millions of children are dying countries.","In some countries people have too much food, while in others tens of thousands of children are starving.","In some countries in the world there is a surplus of food, while in others tens of thousands of children are starving to death.",1
いくら運動しても、カロリーを計算していないと減量は無理だよ。,You can`t be dieted if you count color.,"However much exercise you get, you won't lose weight unless you count your calories.","No matter how much you exercise, you can't lose weight if you're not counting calories.",1
いくら運動しても、カロリーを計算していないと減量は無理だよ。,"As long as you don't calculate the calories of what you eat, a workout doesn't work out for your diet.","However much exercise you get, you won't lose weight unless you count your calories.","No matter how much you exercise, you can't lose weight if you're not counting calories.",1
いくら運動しても、カロリーを計算していないと減量は無理だよ。,"How much you exercise, doesn't work unless you calculate the calories you take. ","However much exercise you get, you won't lose weight unless you count your calories.","No matter how much you exercise, you can't lose weight if you're not counting calories.",0
いくら運動しても、カロリーを計算していないと減量は無理だよ。,"to exercise, you cannot decline weight, so you calculate calmly.","However much exercise you get, you won't lose weight unless you count your calories.","No matter how much you exercise, you can't lose weight if you're not counting calories.",1
日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,Some people in Japanese tourists go out with a lot of money in their pockets of pants. ,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,Some Japanese tourists insanely carry large amounts of cash in the back pockets of their pants.,1
日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,Some Japanese tourists have much cash in the back pockets of their trousers carelessly.,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,Some Japanese tourists insanely carry large amounts of cash in the back pockets of their pants.,1
日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,It is out of common sense that someone in Japanese visitors brings much money in the behind pocket of their slacks.,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,Some Japanese tourists insanely carry large amounts of cash in the back pockets of their pants.,1
日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,Japanese tourists walk to having a lot of money in their pocket.,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,Some Japanese tourists insanely carry large amounts of cash in the back pockets of their pants.,1
健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,It is keeping healthy that having good meals and taking exercise usually.,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secret to maintaining good health is to eat a balanced diet and exercise regularly.,1
外国に行って初めて、日本の大都市のネオンの多さに気づく。,I was surprised that japan`s city has much neon even gone abroad.,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,It is only when you go abroad that you realize how many neon lights there are in Japan's big cities.,1
外国に行って初めて、日本の大都市のネオンの多さに気づく。,It's only when you go abroad that you realize the big cities of Japan have many illuminations.,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,It is only when you go abroad that you realize how many neon lights there are in Japan's big cities.,1
英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,I am worried that could be especially even Japanese people could speak English.,It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is unfortunate that many Japanese mistakenly believe that as long as they can speak English, they can become cosmopolitans.",0
日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It says that no religion for seven of ten young people.,It is said that seven out of ten young Japanse people don't believe in religion.,Seven out of ten young Japanese are said to have no religion at all.,0
日本の若者の10人のうち7人は、まったく無宗教だと言われる。,it is said that 70 percent of younger Japanese are no ,It is said that seven out of ten young Japanse people don't believe in religion.,Seven out of ten young Japanese are said to have no religion at all.,1
彼女は地元で最も名声のある大学の一つに入学しました。,She entered the famous university in her town.,She enrolled in one of the most prestigious colleges in her town.,She was admitted to one of the most prestigious universities in the area.,1
彼女は地元で最も名声のある大学の一つに入学しました。,She entered the famous university in her town.,She enrolled in one of the most prestigious colleges in her town.,She was admitted to one of the most prestigious universities in the area.,1
私はそのクラブに所属しています。,She belonged to the club.,I belong to the club.,I belong to that club.,0
その国は経済の低迷で苦しむでしょう。,The country will have trouble with dwilling economy.,The country will suffer from an economic downturn.,That country will suffer from a sluggish economy.,0
その国は経済の低迷で苦しむでしょう。,The country would suffer from economic depression.,The country will suffer from an economic downturn.,That country will suffer from a sluggish economy.,0
他人の前で話をすることは多くのスキルを必要とします。,You are to be skillful in making a speech in front of people.,Speaking in front of others requires a lot of skills.,Speaking in front of others requires many skills.,0
他人の前で話をすることは多くのスキルを必要とします。,It needs a lot of skills for speaking on many people.,Speaking in front of others requires a lot of skills.,Speaking in front of others requires many skills.,0
多くの親は、よりよい学校教育を受けるために海外に子供たちを留学させます。,Many pararents let their children go abroad for better school education.,Many parents sent their children overseas for better schooling.,Many parents send their children abroad for better schooling.,1
野菜や果物は健康によいので、人々はこれらの食べ物をもっと食べるべきです。,Everyone must eat vegetables and fruits because of health.,People should eat more fruit and vegetables because these foods are healty.,Vegetables and fruits are healthy and people should eat more of these foods.,0
都市が過密になっている理由は、給料のよい仕事がたくさんあるからです。,"There are expensive jobs, so city is too crowded.",The reason why cities are overcrowded is that there are many well-paying jobs.,The reason cities are overcrowded is because there are so many good-paying jobs available.,1
都市が過密になっている理由は、給料のよい仕事がたくさんあるからです。,Too many people live in the cities because there are lots of nice high-salary jobs.,The reason why cities are overcrowded is that there are many well-paying jobs.,The reason cities are overcrowded is because there are so many good-paying jobs available.,0
都市が過密になっている理由は、給料のよい仕事がたくさんあるからです。,Too many people come to the city because they can earn more than local city .,The reason why cities are overcrowded is that there are many well-paying jobs.,The reason cities are overcrowded is because there are so many good-paying jobs available.,0
医療の向上のおかげで、多くの国で平均寿命が高くなりました。,Medical improvement has enabled people to live longer in many countries.,"Thanks to medical advances,the average life expectancy has increased in many countries.","Thanks to improvements in medical care, life expectancy is higher in many countries.",1
医療の向上のおかげで、多くの国で平均寿命が高くなりました。,"Thanks to the quality of medication is raised, the life expectancy  is increasing in many countries.","Thanks to medical advances,the average life expectancy has increased in many countries.","Thanks to improvements in medical care, life expectancy is higher in many countries.",1
医療の向上のおかげで、多くの国で平均寿命が高くなりました。,"Thanks to the medical improvement, people live longer in many countries.","Thanks to medical advances,the average life expectancy has increased in many countries.","Thanks to improvements in medical care, life expectancy is higher in many countries.",1
独創性はビジネスの成功にとって決定的な要素です。,You must be creative to succeed in business.,Creativity is a crucial factor for business success.,Originality is a decisive factor for business success.,1
独創性はビジネスの成功にとって決定的な要素です。,Originarity is a important factor for buisiness sucusess.,Creativity is a crucial factor for business success.,Originality is a decisive factor for business success.,1
独創性はビジネスの成功にとって決定的な要素です。,The Uniquness is need to succeed for business.,Creativity is a crucial factor for business success.,Originality is a decisive factor for business success.,1
独創性はビジネスの成功にとって決定的な要素です。,Creativity is the definate talent for business success.,Creativity is a crucial factor for business success.,Originality is a decisive factor for business success.,1
独創性はビジネスの成功にとって決定的な要素です。,Originality is a neccesary element for succeding in businesses.,Creativity is a crucial factor for business success.,Originality is a decisive factor for business success.,1
娯楽目的の大麻を合法化する国が増えてきました。,Leisurely use of cannabis has been admitted in many countries recently.,An increasing number of countries have legalized marijuna for recreational use.,More and more countries are legalizing marijuana for recreational purposes.,0
娯楽目的の大麻を合法化する国が増えてきました。,More coutries are allowed drugs for entertainment.,An increasing number of countries have legalized marijuna for recreational use.,More and more countries are legalizing marijuana for recreational purposes.,1
娯楽目的の大麻を合法化する国が増えてきました。,The number of countries legalizing majuriana just for recreational purposes has been increaseing.,An increasing number of countries have legalized marijuna for recreational use.,More and more countries are legalizing marijuana for recreational purposes.,0
お客様が安心できるように、多くのレストランが衛生対策を導入してきました。,A lot of restaurant makes a rules for cleaning for customers.,Many restaurants have introduced hygiene measures in order to customers to feel safe.,Many restaurants have introduced sanitation measures to ensure the safety of their customers.,0
お客様が安心できるように、多くのレストランが衛生対策を導入してきました。,Many restaurants have been careful of cleaning for customor safe.,Many restaurants have introduced hygiene measures in order to customers to feel safe.,Many restaurants have introduced sanitation measures to ensure the safety of their customers.,0
お客様が安心できるように、多くのレストランが衛生対策を導入してきました。,Many restaurants have introduced sanitary means for sustomers relief.,Many restaurants have introduced hygiene measures in order to customers to feel safe.,Many restaurants have introduced sanitation measures to ensure the safety of their customers.,1
お客様が安心できるように、多くのレストランが衛生対策を導入してきました。,Many restaurants have introduced sanitary means so sustomers will be relieved.,Many restaurants have introduced hygiene measures in order to customers to feel safe.,Many restaurants have introduced sanitation measures to ensure the safety of their customers.,0
将来の就職の選択肢が増えるように、学生はさまざまな分野に興味を持っておくべきです。,"Students should be interested in many different things. So, they can choose from any jobs in the future.",Students should take an interest in various fields so that they can have more career options in the feature.,Students should be interested in a variety of fields so that they have more options for future employment.,1
将来の就職の選択肢が増えるように、学生はさまざまな分野に興味を持っておくべきです。,Students should have interestings for many fields to increase future options.,Students should take an interest in various fields so that they can have more career options in the feature.,Students should be interested in a variety of fields so that they have more options for future employment.,0
不健康な食事と運動不足のために、肥満の人が増えてきています。,There are too fat people because of healtyless meals and not exercise.,An increasing number of people are becoming overweught because eat unhealty foods and spend to little time on exercise.,"Due to unhealthy diets and lack of exercise, more and more people are becoming obese.",1
最近の子供はたちは、栄養の偏りがひどいです。,Children these days are not healthy.,Children these days have a nutritionally unbalanced diet.,Children these days are severely malnourished.,1
最近の子供はたちは、栄養の偏りがひどいです。,Recent children are not enough ballanced meals.,Children these days have a nutritionally unbalanced diet.,Children these days are severely malnourished.,0
最近の子供はたちは、栄養の偏りがひどいです。,Children's nutrition intake is terrible these days.,Children these days have a nutritionally unbalanced diet.,Children these days are severely malnourished.,0
最近の子供はたちは、栄養の偏りがひどいです。,Children have taken nourishment poorly these days.,Children these days have a nutritionally unbalanced diet.,Children these days are severely malnourished.,1
最近の若者の犯罪の増加の傾向は、社会にとっての重大な関心事です。,The increase of recent juvenile deliquency is a promary concern in this society.,The recent increase in the number of crimes commited by young adults is a serious concern for society.,The recent trend of increasing crime among young people is of grave concern to society.,0
最近の若者の犯罪の増加の傾向は、社会にとっての重大な関心事です。,"The crime rate of young people is increasing, and it is the most interesting thing in society.",The recent increase in the number of crimes commited by young adults is a serious concern for society.,The recent trend of increasing crime among young people is of grave concern to society.,0
最近の若者の犯罪の増加の傾向は、社会にとっての重大な関心事です。,Increasing crimes for recent young people is a important trend for social.,The recent increase in the number of crimes commited by young adults is a serious concern for society.,The recent trend of increasing crime among young people is of grave concern to society.,1
学校の校則の厳格化に対する不満の高まりは、多数の学生の非行の原因となりました。,Making school rules strict caused many students to be upset and behave improperly.,"As the school regulations became stricter,many students felt frustrated and started to misbenhave.",Growing dissatisfaction with stricter school rules has contributed to the delinquency of a large number of students.,0
学校の校則の厳格化に対する不満の高まりは、多数の学生の非行の原因となりました。,The strict rules of the school cause many students got violent.,"As the school regulations became stricter,many students felt frustrated and started to misbenhave.",Growing dissatisfaction with stricter school rules has contributed to the delinquency of a large number of students.,1
学校の校則の厳格化に対する不満の高まりは、多数の学生の非行の原因となりました。,Many students broke school rules because of having complains for getting tough of it.,"As the school regulations became stricter,many students felt frustrated and started to misbenhave.",Growing dissatisfaction with stricter school rules has contributed to the delinquency of a large number of students.,1
学校の校則の厳格化に対する不満の高まりは、多数の学生の非行の原因となりました。,Schools made their rules strict and it caused many students to be furious and misconduct.,"As the school regulations became stricter,many students felt frustrated and started to misbenhave.",Growing dissatisfaction with stricter school rules has contributed to the delinquency of a large number of students.,1
学校の校則の厳格化に対する不満の高まりは、多数の学生の非行の原因となりました。,A lot of students have caused deliquencies because of the increase of their compleints about strict school rules.,"As the school regulations became stricter,many students felt frustrated and started to misbenhave.",Growing dissatisfaction with stricter school rules has contributed to the delinquency of a large number of students.,1
学生は、しばしば自分の国の古い神話を学びます。,Students often study about the myth of their country.,Students often study ancient myths from their own culuture.,Students often learn old myths about their country.,1
学生は、しばしば自分の国の古い神話を学びます。,"Sometimes, students learn the story of god in their country.",Students often study ancient myths from their own culuture.,Students often learn old myths about their country.,1
学生は、しばしば自分の国の古い神話を学びます。,Students often study their own countries' history.,Students often study ancient myths from their own culuture.,Students often learn old myths about their country.,0
政府は、その道路の制限速度を低くするべきです。,The government should take a rule to low the speed limit at that road.,The government should make the speed limit on the road lower.,The government should lower the speed limit on those roads.,0
政府は、その道路の制限速度を低くするべきです。,Government should not tight speed of the road.,The government should make the speed limit on the road lower.,The government should lower the speed limit on those roads.,1
政府は、その道路の制限速度を低くするべきです。,The government should make a rule that makes strict speed of the road low.,The government should make the speed limit on the road lower.,The government should lower the speed limit on those roads.,0
インフルエンザの季節には人込みに行くべきではありません。,We should not go to crowds in the season of infullenza.,people should not go into crowded places during the flu season.,You should not go to crowded places during flu season.,0
インフルエンザの季節には人込みに行くべきではありません。,You should not go into the crowd when the flu is in the air.,people should not go into crowded places during the flu season.,You should not go to crowded places during flu season.,0
インフルエンザの季節には人込みに行くべきではありません。,We are not supposed to go into the crowd while the flu is spreading.,people should not go into crowded places during the flu season.,You should not go to crowded places during flu season.,0
卒業後に一度故郷を離れると、故郷に戻る可能性は低いものです。,"If you leave your hometown, you won't comeback your hometown.","Once people have their hometown after finishing scool,they are unlikey to return.","Once you leave your hometown after graduation, it is unlikely that you will return to it.",1
卒業後に一度故郷を離れると、故郷に戻る可能性は低いものです。,"Once you part from your hometown, you will unlikely go back to your hometown.","Once people have their hometown after finishing scool,they are unlikey to return.","Once you leave your hometown after graduation, it is unlikely that you will return to it.",1
プラスチックの使用は私たちの生活を便利にしましたが、それと同時に環境に大きな影響を与えました。,"Using plastics made our life easier,but it influense for envirment at the same time.","Although the use of plastics has made our lives convenient, it has also caused significant environmental damage.","The use of plastics has made our lives more convenient, but it has also had a significant impact on the environment.",1
プラスチックの使用は私たちの生活を便利にしましたが、それと同時に環境に大きな影響を与えました。,"You can live comfortably because of he use of prastic, but it also has a big influence on the environment.","Although the use of plastics has made our lives convenient, it has also caused significant environmental damage.","The use of plastics has made our lives more convenient, but it has also had a significant impact on the environment.",1
プラスチックの使用は私たちの生活を便利にしましたが、それと同時に環境に大きな影響を与えました。,"Using plastics makes our life useful, but it also had a bad influence on environment.","Although the use of plastics has made our lives convenient, it has also caused significant environmental damage.","The use of plastics has made our lives more convenient, but it has also had a significant impact on the environment.",0
科学者たちが絶え間なく努力しているにもかかわらず、毎年、何千もの種が絶滅しています。,"In spite of scientists' constant effort, thousands of species have disappeard every year.","Even though scientists are making continuous efforts to prevent it, thousands of species are dying out every yaer.","Despite the constant efforts of scientists, thousands of species become extinct each year.",1
科学者たちが絶え間なく努力しているにもかかわらず、毎年、何千もの種が絶滅しています。,"Every year, thousands of spieces have died even so scientists constantly make a good effort.","Even though scientists are making continuous efforts to prevent it, thousands of species are dying out every yaer.","Despite the constant efforts of scientists, thousands of species become extinct each year.",0
科学者たちが絶え間なく努力しているにもかかわらず、毎年、何千もの種が絶滅しています。,"Sientists are making efforts always, but every year many thousant of spiecies get lost.","Even though scientists are making continuous efforts to prevent it, thousands of species are dying out every yaer.","Despite the constant efforts of scientists, thousands of species become extinct each year.",0
科学者たちが絶え間なく努力しているにもかかわらず、毎年、何千もの種が絶滅しています。,"Even if scientists makes an effort to protect animals, but thousands of them died every year.","Even though scientists are making continuous efforts to prevent it, thousands of species are dying out every yaer.","Despite the constant efforts of scientists, thousands of species become extinct each year.",0
ぜいたく品に対する税金は増やされるべきである一方、生活必需品に対する税金は減らされるべきです。,"While tax of luxurery goods should　increase, tax of nesesarry goods should decrease.","While taxes on luxury items should be raised,those on daily necessities should be reduced.",Taxes on luxuries should be increased while taxes on necessities should be decreased.,0
そのスーパーで買ったりんごは値段が高かったです。,Apples I bought in that supermaket were expensive.,The apples sold at the supermarket were expensive.,The apples I bought at that supermarket were overpriced.,0
昨日、昔私が働いていたレストランで食事をしました。,I went to the restaurant I used to work yesterday.,"Yesterday, I dined at the restaurant where I used to work.",Yesterday I had dinner at a restaurant where I used to work.,0
この日が私がたばこをやめた日です。,It is the day when I quited smoking.,This was the day when I quit smoking.,This is the day I quit smoking cigarettes.,0
この日が私がたばこをやめた日です。,This day is a day of stopping smoking.,This was the day when I quit smoking.,This is the day I quit smoking cigarettes.,0
もし宝くじにあたったら、彼らは一生懸命働かなくなるでしょう。,"If they get big amount of money,they won't work forever.","If people won the lottery, they would stop working hard.",If they win the lottery they will stop working so hard.,0
報酬体系が改善したので、彼らはより一生懸命働く気持ちになりました。,"Payng system was improved, so they work hard now.","Because the pay system improved, they were willing to work harder.",They were willing to work harder because of the improved compensation structure.,0
報酬体系が改善したので、彼らはより一生懸命働く気持ちになりました。,"The salary role improved, they think they work more hard.","Because the pay system improved, they were willing to work harder.",They were willing to work harder because of the improved compensation structure.,0
やる気さえあれば何事においても成功できる、ということを心に留めておきなさい。,Keep your mind that you can succed in everything if you are motivated.,"Bear in mind that if you have enthusiasm, you can succeed in anything.",Keep in mind that you can succeed in anything as long as you are motivated.,1
やる気さえあれば何事においても成功できる、ということを心に留めておきなさい。,"Please keep your mind that if you work hard, you can succeed in any way.","Bear in mind that if you have enthusiasm, you can succeed in anything.",Keep in mind that you can succeed in anything as long as you are motivated.,1
やる気さえあれば何事においても成功できる、ということを心に留めておきなさい。,"Remember that if you have motivation, you will be able to succeed in everything.","Bear in mind that if you have enthusiasm, you can succeed in anything.",Keep in mind that you can succeed in anything as long as you are motivated.,1
やる気さえあれば何事においても成功できる、ということを心に留めておきなさい。,You should remenber that you will succseed you only have a motivation.,"Bear in mind that if you have enthusiasm, you can succeed in anything.",Keep in mind that you can succeed in anything as long as you are motivated.,1
健康でいたければ、毎食後の歯磨きを励行しなければなりません。,"You have to brush you teeth evry after your meal, if you want to be in good health.","If you want to stay healthy, you should brush your teeth after every meal.","If you want to stay healthy, you must brush your teeth after every meal.",0
健康でいたければ、毎食後の歯磨きを励行しなければなりません。,Brush your teeth after every meal if you want to be healthy.,"If you want to stay healthy, you should brush your teeth after every meal.","If you want to stay healthy, you must brush your teeth after every meal.",1
昼ごはんを食べに会社を出たら、高校時代の友達にばったり出会った。,I ran into a friend of mine when i leave the office to eat out.,"When I left the office for lunch,I ran into an old friend from high school.","When I left the office for lunch, I bumped into a friend from high school.",1
昼ごはんを食べに会社を出たら、高校時代の友達にばったり出会った。,I saw luckly my friend of my highschool when I leave my office to have lunch.,"When I left the office for lunch,I ran into an old friend from high school.","When I left the office for lunch, I bumped into a friend from high school.",1
人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Everyone have some talent in a child, but many people don't notice it.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",0
人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Every person has a certain talent, but the problem is whether he can recognize it.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",1
